1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
3,29
3,30
4,31
4,32
4,33
4,34
4,35
4,36
4,37
4,38
4,39
4,40
5,41
5,42
5,43
5,44
5,45
5,46
5,47
5,48
5,49
5,50
6,51
6,52
6,53
6,54
6,55
6,56
6,57
6,58
6,59
6,60
7,61
7,62
7,63
7,64
7,65
7,66
7,67
7,68
7,69
7,70
8,71
8,72
8,73
8,74
8,75
8,76
8,77
8,78
8,79
8,80
9,81
9,82
9,83
9,84
9,85
9,86
9,87
9,88
9,89
9,90
10,91
10,92
10,93
10,94
10,95
10,96
10,97
10,98
10,99
10,100
11,101
11,102
11,103
11,104
11,105
11,106
11,107
11,108
11,109
11,110
12,111
12,112
12,113
12,114
12,115
12,116
12,117
12,118
12,119
12,120
13,121
13,122
13,123
13,124
13,125
13,126
13,127
13,128
13,129
13,130
14,131
14,132
14,133
14,134
14,135
14,136
14,137
14,138
14,139
14,140
15,141
15,142
15,143
15,144
15,145
15,146
15,147
15,148
15,149
15,150
16,151
16,152
16,153
16,154
16,155
16,156
16,157
16,158
16,159
16,160
17,161
17,162
17,163
17,164
17,165
17,166
17,167
17,168
17,169
17,170
18,171
18,172
18,173
18,174
18,175
18,176
18,177
18,178
18,179
18,180
19,181
19,182
19,183
19,184
19,185
19,186
19,187
19,188
19,189
19,190
20,191
20,192
20,193
20,194
20,195
20,196
20,197
20,198
20,199
20,200
21,201
21,202
22,203
22,204
22,205
22,206
22,207
23,208
23,209
23,210
23,211
24,212
24,213
24,214
25,215
25,216
26,217
26,218
26,219
26,220
27,221
28,222
28,223
29,224
29,225
29,226
29,227
30,228
31,229
31,230
31,231
32,232
32,233
32,234
32,235
33,236
33,237
33,238
34,239
34,240
34,241
34,242
34,243
35,244
35,245
36,246
36,247
36,248
37,249
38,250
38,251
38,252
38,253
38,254
39,255
40,256
41,257
41,258
41,259
41,260
41,261
42,262
42,263
42,264
42,265
43,266
43,267
43,268
43,269
43,270
44,271
44,272
44,273
45,274
46,275
47,276
47,277
47,278
47,279
47,280
48,281
49,282
50,283
50,284
50,285
50,286
50,287
51,288
51,289
51,290
51,291
52,292
52,293
52,294
52,295
53,296
53,297
53,298
54,299
55,300
56,301
56,302
56,303
56,304
56,305
57,306
57,307
57,308
58,309
59,310
59,311
60,312
61,313
61,314
61,315
61,316
62,317
62,318
62,319
63,320
63,321
64,322
65,323
65,324
65,325
65,326
65,327
66,328
66,329
66,330
67,331
68,332
68,333
68,334
68,335
68,336
69,337
69,338
69,339
70,340
71,341
71,342
71,343
71,344
72,345
72,346
72,347
73,348
74,349
75,350
75,351
76,352
76,353
76,354
77,355
77,356
77,357
78,358
78,359
79,360
80,361
80,362
80,363
80,364
80,365
81,366
81,367
82,368
83,369
84,370
85,371
86,372
86,373
87,374
87,375
87,376
87,377
87,378
88,379
88,380
88,381
89,382
90,383
90,384
90,385
90,386
90,387
91,388
91,389
92,390
93,391
93,392
94,393
94,394
94,395
95,396
95,397
95,398
95,399
96,400
96,401
96,402
96,403
97,404
97,405
97,406
98,407
99,408
99,409
100,410
100,411
100,412
100,413
